juego,concurso,fecha,bolsa,n1,n2,n3,n4,n5,n6,adicional
revancha,1887,2006-01-04,24000000,5,9,14,15,26,44,
revancha,1888,2006-01-08,26000000,2,4,13,29,33,37,
revancha,1889,2006-01-11,29000000,2,13,22,28,34,40,
revancha,1890,2006-01-15,31000000,9,10,30,34,40,51,
revancha,1891,2006-01-18,35000000,7,8,12,19,24,48,
revancha,1892,2006-01-22,38000000,9,10,11,18,31,35,
revancha,1893,2006-01-25,41000000,15,19,20,31,41,47,
revancha,1894,2006-01-29,44000000,2,10,17,24,36,41,
revancha,1895,2006-02-01,49000000,7,17,27,30,35,50,
revancha,1896,2006-02-05,54000000,7,10,21,28,37,39,
revancha,1897,2006-02-08,58000000,1,10,19,22,26,51,
revancha,1898,2006-02-12,63000000,2,6,16,20,22,34,
revancha,1899,2006-02-15,6000000,1,11,15,20,31,42,
revancha,1900,2006-02-19,7000000,4,13,26,34,37,42,
revancha,1901,2006-02-22,8000000,1,21,22,30,46,48,
revancha,1902,2006-02-26,9000000,5,26,28,30,40,43,
revancha,1903,2006-03-01,10000000,1,15,17,32,36,48,
revancha,1904,2006-03-05,11000000,1,16,23,27,30,42,
revancha,1905,2006-03-08,6000000,3,7,11,17,20,25,
revancha,1906,2006-03-12,7000000,10,13,16,21,39,42,
revancha,1907,2006-03-15,8000000,3,18,26,31,41,43,
revancha,1908,2006-03-19,9000000,6,7,21,24,33,43,
revancha,1909,2006-03-22,10000000,3,17,23,27,37,51,
revancha,1910,2006-03-26,11000000,7,18,29,42,46,50,
revancha,1911,2006-03-29,12000000,6,8,28,32,36,38,
revancha,1912,2006-04-02,13000000,13,14,19,22,23,51,
revancha,1913,2006-04-05,14000000,9,19,25,30,34,43,
revancha,1914,2006-04-09,15000000,1,7,17,18,23,31,
revancha,1915,2006-04-12,16000000,4,7,11,37,38,49,
revancha,1916,2006-04-16,18000000,14,17,30,33,47,49,
revancha,1917,2006-04-19,20000000,4,21,23,24,39,49,
revancha,1918,2006-04-23,22000000,2,3,14,19,24,37,
revancha,1919,2006-04-26,24000000,3,19,20,23,38,40,
revancha,1920,2006-04-30,26000000,3,9,12,32,47,49,
revancha,1921,2006-05-03,28000000,9,21,22,47,49,50,
revancha,1922,2006-05-07,31000000,2,17,26,34,35,49,
revancha,1923,2006-05-10,34000000,9,11,13,19,35,47,
revancha,1924,2006-05-14,36000000,9,15,30,37,46,50,
revancha,1925,2006-05-17,6000000,5,9,34,37,42,48,
revancha,1926,2006-05-21,7000000,3,14,21,28,40,47,
revancha,1927,2006-05-24,8000000,5,6,18,25,37,49,
revancha,1928,2006-05-28,9000000,3,5,9,37,47,48,
revancha,1929,2006-05-31,10000000,11,16,20,31,48,49,
revancha,1930,2006-06-04,11000000,13,22,35,41,44,49,
revancha,1931,2006-06-07,12000000,3,8,16,26,36,45,
revancha,1932,2006-06-11,13000000,2,5,19,20,28,51,
revancha,1933,2006-06-14,14000000,4,18,31,37,50,51,
revancha,1934,2006-06-18,15000000,1,27,33,36,41,49,
revancha,1935,2006-06-21,17000000,14,22,34,35,36,44,
revancha,1936,2006-06-25,18000000,7,9,11,16,32,43,
revancha,1937,2006-06-28,20000000,27,31,43,46,48,49,
revancha,1938,2006-07-02,21000000,7,11,14,47,49,50,
revancha,1939,2006-07-05,23000000,5,23,30,38,42,45,
revancha,1940,2006-07-09,25000000,18,27,30,39,40,51,
revancha,1941,2006-07-12,27000000,8,36,37,42,43,46,
revancha,1942,2006-07-16,29000000,11,25,27,39,43,50,
revancha,1943,2006-07-19,31000000,12,13,19,34,46,51,
revancha,1944,2006-07-23,33000000,11,19,21,25,29,36,
revancha,1945,2006-07-26,36000000,1,5,15,29,43,44,
revancha,1946,2006-07-30,38000000,4,16,23,26,32,51,
revancha,1947,2006-08-02,39000000,12,24,25,29,40,43,
revancha,1948,2006-08-06,41000000,4,10,17,25,33,40,
revancha,1949,2006-08-09,43000000,1,22,27,30,36,48,
revancha,1950,2006-08-13,45000000,8,16,18,20,39,51,
revancha,1951,2006-08-16,47000000,1,6,43,45,49,51,
revancha,1952,2006-08-20,49000000,3,7,9,24,32,49,
revancha,1953,2006-08-23,51000000,2,11,19,34,50,51,
revancha,1954,2006-08-27,53000000,9,15,21,23,31,34,
revancha,1955,2006-08-30,56000000,16,19,24,31,33,46,
revancha,1956,2006-09-03,58000000,7,8,23,26,27,36,
revancha,1957,2006-09-06,61000000,3,5,15,30,45,49,
revancha,1958,2006-09-10,64000000,8,12,13,33,34,35,
revancha,1959,2006-09-13,67000000,6,16,19,23,27,49,
revancha,1960,2006-09-17,70000000,3,9,10,15,34,43,
revancha,1961,2006-09-20,73000000,1,16,42,46,47,51,
revancha,1962,2006-09-24,77000000,4,8,28,43,45,49,
revancha,1963,2006-09-27,81000000,5,11,14,38,40,41,
revancha,1964,2006-10-01,86000000,1,15,16,26,39,50,
revancha,1965,2006-10-04,6000000,2,9,10,21,38,39,
revancha,1966,2006-10-08,7000000,2,3,15,24,31,38,
revancha,1967,2006-10-11,8000000,12,20,22,23,35,40,
revancha,1968,2006-10-15,9000000,1,2,6,32,43,45,
revancha,1969,2006-10-18,10000000,3,5,9,26,39,40,
revancha,1970,2006-10-22,12000000,10,16,20,22,23,35,
revancha,1971,2006-10-25,6000000,1,19,20,34,41,51,
revancha,1972,2006-10-29,7000000,7,8,13,26,32,36,
revancha,1973,2006-11-01,8000000,13,31,32,38,42,44,
revancha,1974,2006-11-05,9000000,1,5,26,36,43,49,
revancha,1975,2006-11-08,10000000,1,10,11,19,29,41,
revancha,1976,2006-11-12,11000000,22,36,37,43,48,50,
revancha,1977,2006-11-15,13000000,7,10,12,27,42,43,
revancha,1978,2006-11-19,14000,4,8,10,16,43,46,
revancha,1979,2006-11-22,15000000,10,22,24,43,45,47,
revancha,1980,2006-11-26,17000000,2,8,13,39,49,50,
revancha,1981,2006-11-29,6000000,7,10,13,25,31,45,
revancha,1982,2006-12-03,7000000,4,8,22,38,40,44,
revancha,1983,2006-12-06,8000000,2,17,33,38,42,50,
revancha,1984,2006-12-10,6000000,10,26,28,29,37,38,
revancha,1985,2006-12-13,7000000,2,12,13,14,26,38,
revancha,1986,2006-12-17,8000000,1,3,7,29,35,37,
revancha,1987,2006-12-20,6000000,5,11,17,22,42,50,
revancha,1988,2006-12-24,7000000,4,10,13,20,32,38,
revancha,1989,2006-12-27,0,1,8,17,27,28,50,
revancha,1990,2006-12-31,9000000,3,13,18,24,26,50,
revancha,1991,2007-01-03,10000000,3,4,10,15,35,46,
revancha,1992,2007-01-07,11000000,27,30,34,44,48,51,
revancha,1993,2007-01-10,6000000,10,14,22,26,33,36,
revancha,1994,2007-01-14,7000000,4,6,24,31,32,43,
revancha,1995,2007-01-17,6000000,4,6,7,8,9,21,
revancha,1996,2007-01-21,6000000,1,12,18,24,26,38,
revancha,1997,2007-01-24,6000000,4,5,12,23,27,39,
revancha,1998,2007-01-28,7000000,25,33,36,40,43,51,
revancha,1999,2007-01-31,8000000,4,13,15,19,29,41,
revancha,2000,2007-02-04,9000000,8,22,26,28,31,48,
revancha,2001,2007-02-07,10000000,1,20,28,35,42,44,
revancha,2002,2007-02-11,11000000,8,15,21,25,26,43,
revancha,2003,2007-02-14,13000000,16,20,21,27,29,39,
revancha,2004,2007-02-18,15000000,9,13,15,32,41,50,
revancha,2005,2007-02-21,17000000,10,18,23,26,31,39,
revancha,2006,2007-02-25,18000000,6,9,22,31,33,38,
revancha,2007,2007-02-28,20000000,9,12,15,18,21,44,
revancha,2008,2007-03-04,22000000,7,10,12,16,20,35,
revancha,2009,2007-03-07,24000000,5,24,33,35,45,49,
revancha,2010,2007-03-11,26000000,1,21,28,35,43,46,
revancha,2011,2007-03-14,6000000,7,9,19,29,34,40,
revancha,2012,2007-03-18,7000000,2,23,41,43,44,49,
revancha,2013,2007-03-21,8000000,4,30,35,45,50,51,
revancha,2014,2007-03-25,9000000,3,7,30,39,42,50,
revancha,2015,2007-03-28,6000000,9,12,26,28,35,42,
revancha,2016,2007-04-01,7000000,1,3,6,13,26,34,
revancha,2017,2007-04-04,8000000,6,8,17,23,26,47,
revancha,2018,2007-04-08,9000000,16,19,32,37,44,49,
revancha,2019,2007-04-11,11000000,18,28,39,41,45,46,
revancha,2020,2007-04-15,14000000,9,17,45,46,48,49,
revancha,2021,2007-04-18,19000000,1,22,26,33,47,51,
revancha,2022,2007-04-22,22000000,3,20,22,23,40,41,
revancha,2023,2007-04-25,26000000,28,34,38,42,46,47,
revancha,2024,2007-04-29,30000000,1,3,9,29,30,41,
revancha,2025,2007-05-02,35000000,10,19,21,28,37,38,
revancha,2026,2007-05-06,0,1,12,27,35,43,50,
revancha,2027,2007-05-09,46000000,4,23,24,34,38,44,
revancha,2028,2007-05-13,51000000,2,13,21,32,41,45,
revancha,2029,2007-05-16,58000000,2,4,15,30,31,41,
revancha,2030,2007-05-20,67000000,22,31,36,39,43,51,
revancha,2031,2007-05-23,77000000,6,12,21,23,27,33,
revancha,2032,2007-05-27,83000000,4,9,22,24,28,32,
revancha,2033,2007-05-30,95000000,14,18,21,29,34,50,
revancha,2034,2007-06-03,99000000,1,9,23,24,34,37,
revancha,2035,2007-06-06,103000000,5,7,11,19,31,49,
revancha,2036,2007-06-10,6000000,16,17,32,36,38,48,
revancha,2037,2007-06-13,7000000,3,17,20,25,32,44,
revancha,2038,2007-06-17,8000000,3,13,14,25,49,50,
revancha,2039,2007-06-20,10000000,7,9,23,36,42,50,
revancha,2040,2007-06-24,12000000,7,23,28,33,38,44,
revancha,2041,2007-06-27,14000000,2,34,38,47,49,50,
revancha,2042,2007-07-01,16000000,9,19,21,24,27,43,
revancha,2043,2007-07-04,18000000,11,14,38,43,44,45,
revancha,2044,2007-07-08,21000000,14,17,28,44,48,51,
revancha,2045,2007-07-11,24000000,10,13,29,34,38,49,
revancha,2046,2007-07-15,6000000,7,12,13,24,38,41,
revancha,2047,2007-07-18,7000000,5,17,27,37,39,45,
revancha,2048,2007-07-22,6000000,3,14,29,34,36,47,
revancha,2049,2007-07-25,6000000,5,7,10,16,24,38,
revancha,2050,2007-07-29,7000000,4,13,26,35,37,50,
revancha,2051,2007-08-01,8000000,6,16,26,35,38,48,
revancha,2052,2007-08-05,9000000,5,8,10,20,32,35,
revancha,2053,2007-08-08,10000000,16,17,18,19,24,47,
revancha,2054,2007-08-12,6000000,14,24,35,38,39,48,
revancha,2055,2007-08-15,7000000,23,24,27,46,48,51,
revancha,2056,2007-08-19,8000000,9,16,25,27,39,45,
revancha,2057,2007-08-22,9000000,10,31,33,34,38,47,
revancha,2058,2007-08-26,10000000,3,4,13,18,21,26,
revancha,2059,2007-08-29,11000000,6,18,22,24,32,46,
revancha,2060,2007-09-02,13000000,12,13,19,35,39,41,
revancha,2061,2007-09-05,15000000,19,20,35,41,44,46,
revancha,2062,2007-09-09,17000000,6,9,15,24,39,40,
revancha,2063,2007-09-12,19000000,6,7,13,20,23,48,
revancha,2064,2007-09-16,21000000,5,11,12,20,29,31,
revancha,2065,2007-09-19,23000000,15,20,27,40,42,43,
revancha,2066,2007-09-23,25000000,29,33,34,35,41,50,
revancha,2067,2007-09-26,6000000,3,9,13,17,25,27,
revancha,2068,2007-09-30,7000000,5,12,17,19,37,41,
revancha,2069,2007-10-03,8000000,14,36,37,42,43,48,
revancha,2070,2007-10-07,9000000,5,8,13,18,30,32,
revancha,2071,2007-10-10,10000000,18,21,25,30,34,43,
revancha,2072,2007-10-14,11000000,3,4,32,33,39,51,
revancha,2073,2007-10-17,14000000,8,9,23,38,50,51,
revancha,2074,2007-10-21,16000000,2,8,11,14,43,48,
revancha,2075,2007-10-24,18000000,7,10,14,39,40,48,
revancha,2076,2007-10-28,21000000,2,12,22,23,29,44,
revancha,2077,2007-10-31,24000000,9,13,19,34,39,40,
revancha,2078,2007-11-04,27000000,9,11,14,34,39,42,
revancha,2079,2007-11-07,29000000,5,19,24,30,35,44,
revancha,2080,2007-11-11,6000000,12,17,24,29,31,36,
revancha,2081,2007-11-14,7000000,4,14,32,34,35,50,
revancha,2082,2007-11-18,8000000,3,11,22,33,37,40,
revancha,2083,2007-11-21,11000000,1,2,6,18,20,44,
revancha,2084,2007-11-25,14000000,4,16,24,28,37,51,
revancha,2085,2007-11-28,15000000,7,17,33,40,46,47,
revancha,2086,2007-12-02,17000000,2,7,9,34,42,43,
revancha,2087,2007-12-05,19000000,1,5,12,21,31,35,
revancha,2088,2007-12-09,23000000,4,8,24,29,36,40,
revancha,2089,2007-12-12,25000000,18,22,39,42,44,56,
revancha,2090,2007-12-16,26000000,2,4,25,33,44,50,
revancha,2091,2007-12-19,28000000,8,21,33,35,41,44,
revancha,2092,2007-12-23,29000000,8,12,31,33,46,55,
revancha,2093,2007-12-26,32000000,5,39,42,43,44,48,
revancha,2094,2007-12-30,34000000,4,18,23,31,41,44,
revancha,2095,2008-01-02,36000000,4,7,13,30,40,54,
revancha,2096,2008-01-06,37000000,7,15,27,31,32,56,
revancha,2097,2008-01-09,38000000,4,5,28,32,40,44,
revancha,2098,2008-01-13,39000000,4,9,22,33,38,45,
revancha,2099,2008-01-16,41000000,23,40,48,51,53,55,
revancha,2100,2008-01-20,43000000,9,21,28,36,38,53,
revancha,2101,2008-01-23,45000000,3,15,18,24,28,38,
revancha,2102,2008-01-27,47000000,12,22,24,25,29,53,
revancha,2103,2008-01-30,48000000,2,19,27,29,43,51,
revancha,2104,2008-02-03,51000000,10,16,21,25,36,43,
revancha,2105,2008-02-06,10000000,11,20,21,23,45,49,
revancha,2106,2008-02-10,11000000,19,26,28,32,48,49,
revancha,2107,2008-02-13,12000000,4,22,23,27,28,33,
revancha,2108,2008-02-17,13000000,9,10,11,33,50,55,
revancha,2109,2008-02-20,14000000,4,10,12,24,27,33,
revancha,2110,2008-02-24,15000000,7,26,30,33,40,42,
revancha,2111,2008-02-27,16000000,24,30,32,47,50,51,
revancha,2112,2008-03-02,17000000,16,19,37,42,43,50,
revancha,2113,2008-03-05,19000000,9,12,21,22,37,46,
revancha,2114,2008-03-09,21000000,3,16,27,33,34,43,
revancha,2115,2008-03-12,24000000,6,17,19,20,26,37,
revancha,2116,2008-03-16,26000000,5,34,43,45,49,52,
revancha,2117,2008-03-19,29000000,2,18,19,22,24,28,
revancha,2118,2008-03-23,30000000,4,13,14,34,35,41,
revancha,2119,2008-03-26,31000000,9,27,30,37,38,45,
revancha,2120,2008-03-30,0,8,10,12,28,37,56,
revancha,2121,2008-04-02,34000000,19,21,26,31,37,52,
revancha,2122,2008-04-06,36000000,16,31,32,35,39,49,
revancha,2123,2008-04-09,38000000,1,4,24,27,38,41,
revancha,2124,2008-04-13,41000000,4,11,22,36,41,50,
revancha,2125,2008-04-16,42000000,18,26,29,31,34,46,
revancha,2126,2008-04-20,43000000,12,13,28,35,52,54,
revancha,2127,2008-04-23,46000000,6,25,27,35,51,55,
revancha,2128,2008-04-27,48000000,6,25,32,34,41,56,
revancha,2129,2008-04-30,50000000,7,9,20,22,35,48,
revancha,2130,2008-05-04,10000000,21,23,32,35,37,51,
revancha,2131,2008-05-07,11000000,4,6,13,38,49,50,
revancha,2132,2008-05-11,12000000,25,29,37,38,39,55,
revancha,2133,2008-05-14,13000000,12,13,17,23,24,30,
revancha,2134,2008-05-18,14000000,16,19,20,24,27,47,
revancha,2135,2008-05-21,15000000,1,5,36,40,41,47,
revancha,2136,2008-05-25,16000000,4,6,8,10,23,44,
revancha,2137,2008-05-28,17000000,5,18,19,21,40,41,
revancha,2138,2008-06-01,18000000,5,6,22,42,45,52,
revancha,2139,2008-06-04,19000000,3,20,33,34,44,48,
revancha,2140,2008-06-08,20000000,1,11,23,38,41,44,
revancha,2141,2008-06-11,22000000,2,4,7,19,39,52,
revancha,2142,2008-06-15,0,3,6,20,28,52,53,
revancha,2143,2008-06-18,26000000,30,34,36,47,52,53,
revancha,2144,2008-06-22,28000000,4,7,23,33,42,45,
revancha,2145,2008-06-25,30000000,8,10,19,30,35,45,
revancha,2146,2008-06-29,31000000,7,24,25,26,51,55,
revancha,2147,2008-07-02,10000000,11,14,23,34,44,56,
revancha,2148,2008-07-06,11000000,10,19,32,45,46,49,
revancha,2149,2008-07-09,12000000,32,42,45,46,51,55,
revancha,2150,2008-07-13,13000000,10,14,15,25,28,48,
revancha,2151,2008-07-16,14000000,10,23,32,39,41,54,
revancha,2152,2008-07-20,15000000,25,32,38,45,50,52,
revancha,2153,2008-07-23,16000000,18,20,28,30,40,53,
revancha,2154,2008-07-27,17000000,23,26,43,49,53,54,
revancha,2155,2008-07-30,10000000,5,11,23,28,37,41,
revancha,2156,2008-08-03,11000000,14,23,25,30,39,41,
revancha,2157,2008-08-06,12000000,1,7,8,29,47,48,
revancha,2158,2008-08-10,13000000,1,7,16,17,19,41,
revancha,2159,2008-08-13,14000000,8,11,12,24,32,42,
revancha,2160,2008-08-17,15000000,21,27,29,31,42,53,
revancha,2161,2008-08-20,16000000,3,7,9,15,38,48,
revancha,2162,2008-08-24,17000000,40,48,50,51,53,55,
revancha,2163,2008-08-27,18000000,7,14,28,31,36,56,
revancha,2164,2008-08-31,19000000,6,20,35,41,43,48,
revancha,2165,2008-09-03,20000000,1,3,24,28,45,46,
revancha,2166,2008-09-07,21000000,12,13,15,37,50,56,
revancha,2167,2008-09-10,23000000,8,26,32,35,37,50,
revancha,2168,2008-09-14,24000000,5,6,39,46,48,54,
revancha,2169,2008-09-17,26000000,33,37,47,51,53,54,
revancha,2170,2008-09-21,28000000,1,12,28,29,43,50,
revancha,2171,2008-09-24,30000000,7,31,33,34,48,50,
revancha,2172,2008-09-28,31000000,12,26,32,35,37,43,
revancha,2173,2008-10-01,33000000,11,15,18,30,39,54,
revancha,2174,2008-10-05,34000000,7,17,21,30,32,50,
revancha,2175,2008-10-08,36000000,6,8,27,30,46,48,
revancha,2176,2008-10-12,10000000,3,15,19,36,43,51,
revancha,2177,2008-10-15,11000000,8,20,23,34,41,55,
revancha,2178,2008-10-19,12000000,13,17,27,40,47,56,
revancha,2179,2008-10-22,13000000,24,25,26,29,37,41,
revancha,2180,2008-10-26,14000000,4,10,17,22,31,55,
revancha,2181,2008-10-29,15000000,4,8,23,32,50,52,
revancha,2182,2008-11-02,16000000,5,10,12,29,37,51,
revancha,2183,2008-11-05,17000000,5,21,30,38,42,50,
revancha,2184,2008-11-09,18000000,7,19,38,50,51,52,
revancha,2185,2008-11-12,19000000,4,10,15,34,36,37,
revancha,2186,2008-11-16,20000000,8,10,11,16,32,53,
revancha,2187,2008-11-19,10000000,6,8,11,23,32,36,
revancha,2188,2008-11-23,11000000,2,20,23,43,46,54,
revancha,2189,2008-11-26,12000000,7,22,32,45,50,55,
revancha,2190,2008-11-30,13000000,2,6,9,44,53,54,
revancha,2191,2008-12-03,14000000,10,17,32,35,37,43,
revancha,2192,2008-12-07,15000000,1,7,15,27,29,39,
revancha,2193,2008-12-10,16000000,10,24,35,37,46,50,
revancha,2194,2008-12-14,18000000,18,25,27,29,41,45,
revancha,2195,2008-12-17,22000000,20,35,40,41,48,52,
revancha,2196,2008-12-21,26000000,3,9,22,47,52,56,
revancha,2197,2008-12-24,30000000,1,7,10,21,32,45,
revancha,2198,2008-12-28,33000000,3,31,33,43,47,50,
revancha,2199,2008-12-31,37000000,2,5,10,36,43,56,
revancha,2200,2009-01-04,10000000,6,28,33,42,44,49,
revancha,2201,2009-01-07,11000000,15,17,26,29,42,54,
revancha,2202,2009-01-11,12000000,4,6,24,38,39,49,
revancha,2203,2009-01-14,10000000,9,13,27,39,40,51,
revancha,2204,2009-01-18,11000000,17,20,21,23,30,38,
revancha,2205,2009-01-21,12000000,4,12,15,23,41,42,
revancha,2206,2009-01-25,13000000,4,5,6,33,36,46,
revancha,2207,2009-01-28,14000000,3,12,21,25,42,44,
revancha,2208,2009-02-01,15000000,2,4,6,14,45,54,
revancha,2209,2009-02-04,16000000,6,11,13,24,30,41,
revancha,2210,2009-02-08,17000000,2,10,13,17,22,26,
revancha,2211,2009-02-11,18000000,10,12,23,31,32,34,
revancha,2212,2009-02-15,19000000,7,14,19,42,48,53,
revancha,2213,2009-02-18,20000000,8,16,19,23,34,40,
revancha,2214,2009-02-22,10000000,7,13,14,15,29,44,
revancha,2215,2009-02-25,11000000,9,10,34,35,44,53,
revancha,2216,2009-03-01,10000000,17,24,25,26,33,38,
revancha,2217,2009-03-04,11000000,1,5,25,28,49,53,
revancha,2218,2009-03-08,12000000,6,7,21,25,36,49,
revancha,2219,2009-03-11,13000000,4,9,27,32,35,55,
revancha,2220,2009-03-15,14000000,2,10,11,28,36,55,
revancha,2221,2009-03-18,15000000,7,31,32,34,39,46,
revancha,2222,2009-03-22,10000000,11,17,22,33,36,44,
revancha,2223,2009-03-25,11000000,1,13,30,36,55,56,
revancha,2224,2009-03-29,12000000,3,25,31,35,43,54,
revancha,2225,2009-04-01,13000000,1,4,5,12,14,27,
revancha,2226,2009-04-05,14000000,8,21,26,29,36,46,
revancha,2227,2009-04-08,15000000,2,15,20,25,31,52,
revancha,2228,2009-04-12,16000000,1,2,14,18,19,37,
revancha,2229,2009-04-15,17000000,1,31,38,39,49,52,
revancha,2230,2009-04-19,18000000,10,11,28,33,42,56,
revancha,2231,2009-04-22,20000000,15,33,40,43,53,56,
revancha,2232,2009-04-26,23000000,14,19,26,39,48,50,
revancha,2233,2009-04-29,26000000,1,20,21,49,52,55,
revancha,2234,2009-05-03,0,2,9,15,17,51,53,
revancha,2235,2009-05-06,32000000,4,8,28,35,36,48,
revancha,2236,2009-05-10,35000000,2,30,35,39,43,52,
revancha,2237,2009-05-13,37000000,1,16,17,22,24,51,
revancha,2238,2009-05-17,39000000,6,16,21,26,50,55,
revancha,2239,2009-05-20,41000000,7,22,28,33,39,40,
revancha,2240,2009-05-24,43000000,2,6,27,30,47,55,
revancha,2241,2009-05-27,44000000,6,14,39,44,47,54,
revancha,2242,2009-05-31,46000000,3,10,16,19,45,49,
revancha,2243,2009-06-03,48000000,9,15,32,33,47,54,
revancha,2244,2009-06-07,50000000,1,26,34,46,55,56,
revancha,2245,2009-06-10,53000000,23,27,29,39,51,55,
revancha,2246,2009-06-14,55000000,8,16,21,27,48,56,
revancha,2247,2009-06-17,57000000,14,15,39,40,47,52,
revancha,2248,2009-06-21,59000000,16,22,29,34,37,52,
revancha,2249,2009-06-24,61000000,29,31,37,45,46,47,
revancha,2250,2009-06-28,64000000,4,8,16,29,42,51,
revancha,2251,2009-07-01,66000000,6,15,38,41,55,56,
revancha,2252,2009-07-05,68000000,6,15,17,40,43,46,
revancha,2253,2009-07-08,72000000,11,16,24,28,29,36,
revancha,2254,2009-07-12,74000000,17,25,31,36,42,43,
revancha,2255,2009-07-15,76000000,1,9,22,23,33,48,
revancha,2256,2009-07-19,79000000,2,17,30,40,48,51,
revancha,2257,2009-07-22,82000000,15,29,36,42,46,49,
revancha,2258,2009-07-26,85000000,6,14,25,26,34,35,
revancha,2259,2009-07-29,10000000,7,9,16,33,44,47,
revancha,2260,2009-08-02,11000000,2,9,22,25,27,31,
revancha,2261,2009-08-05,12000000,3,6,15,17,18,42,
revancha,2262,2009-08-09,13000000,3,12,30,33,34,53,
revancha,2263,2009-08-12,14000000,4,7,42,46,51,55,
revancha,2264,2009-08-16,15000000,1,14,33,45,49,55,
revancha,2265,2009-08-19,16000000,10,26,29,35,42,53,
revancha,2266,2009-08-23,17000000,12,13,19,25,41,52,
revancha,2267,2009-08-26,18000000,4,5,7,16,23,44,
revancha,2268,2009-08-30,19000000,3,5,7,16,25,49,
revancha,2269,2009-09-02,20000000,24,29,33,37,48,52,
revancha,2270,2009-09-06,21000000,13,21,25,40,44,45,
revancha,2271,2009-09-09,22000000,8,17,19,37,45,56,
revancha,2272,2009-09-13,23000000,13,22,25,40,55,56,
revancha,2273,2009-09-16,25000000,5,6,21,32,40,53,
revancha,2274,2009-09-20,27000000,22,23,33,42,43,55,
revancha,2275,2009-09-23,29000000,2,7,13,27,28,54,
revancha,2276,2009-09-27,31000000,6,24,30,33,36,43,
revancha,2277,2009-09-30,33000000,16,21,29,39,41,47,
revancha,2278,2009-10-04,35000000,2,3,15,43,46,49,
revancha,2279,2009-10-07,37000000,2,12,19,28,29,51,
revancha,2280,2009-10-11,39000000,12,27,29,38,43,51,
revancha,2281,2009-10-14,41000000,8,15,21,39,46,55,
revancha,2282,2009-10-18,43000000,11,27,37,41,48,50,
revancha,2283,2009-10-21,45000000,8,13,25,30,34,48,
revancha,2284,2009-10-25,47000000,3,22,23,25,36,45,
revancha,2285,2009-10-28,48000000,9,14,18,40,50,52,
revancha,2286,2009-11-01,50000000,13,15,26,30,37,43,
revancha,2287,2009-11-04,52000000,4,5,11,36,40,52,
revancha,2288,2009-11-08,54000000,4,12,14,20,24,38,
revancha,2289,2009-11-11,56000000,3,8,19,20,34,40,
revancha,2290,2009-11-15,57000000,6,16,26,43,50,52,
revancha,2291,2009-11-18,59000000,3,10,28,29,43,50,
revancha,2292,2009-11-22,61000000,4,8,13,16,22,23,
revancha,2293,2009-11-25,62000000,6,7,18,22,26,30,
revancha,2294,2009-11-29,64000000,3,13,19,35,42,55,
revancha,2295,2009-12-02,66000000,13,20,22,34,44,50,
revancha,2296,2009-12-06,68000000,28,35,37,41,42,55,
revancha,2297,2009-12-09,70000000,12,43,45,52,53,54,
revancha,2298,2009-12-13,72000000,13,15,35,36,38,52,
revancha,2299,2009-12-16,75000000,14,26,30,36,41,42,
revancha,2300,2009-12-20,77000000,6,24,34,38,44,49,
revancha,2301,2009-12-23,79000000,17,22,23,29,31,46,
revancha,2302,2009-12-27,81000000,1,4,13,45,51,55,
revancha,2303,2009-12-30,84000000,1,12,21,28,34,48,
revancha,2304,2010-01-03,86000000,21,30,31,41,52,54,
revancha,2305,2010-01-06,90000000,4,11,14,29,40,45,
revancha,2306,2010-01-10,92000000,13,19,25,33,41,52,
revancha,2307,2010-01-13,95000000,3,7,20,22,51,56,
revancha,2308,2010-01-17,98000000,5,7,17,20,26,51,
revancha,2309,2010-01-20,101000000,3,8,16,27,46,49,
revancha,2310,2010-01-24,104000000,18,29,34,40,49,55,
revancha,2311,2010-01-27,107000000,5,7,18,26,28,33,
revancha,2312,2010-01-31,110000000,4,11,17,28,40,46,
revancha,2313,2010-02-03,114000000,10,12,24,31,47,49,
revancha,2314,2010-02-07,117000000,15,17,28,35,41,49,
revancha,2315,2010-02-10,120000000,9,10,11,25,28,29,
revancha,2316,2010-02-14,121000000,35,37,44,45,47,56,
revancha,2317,2010-02-17,124000000,3,26,32,38,48,53,
revancha,2318,2010-02-21,126000000,23,24,29,39,43,45,
revancha,2319,2010-02-24,128000000,14,19,20,22,44,53,
revancha,2320,2010-02-28,130000000,10,14,28,30,36,40,
revancha,2321,2010-03-03,133000000,4,20,31,38,46,56,
revancha,2322,2010-03-07,135000000,9,12,17,25,28,37,
revancha,2323,2010-03-10,137000000,12,14,26,28,42,52,
revancha,2324,2010-03-14,139000000,21,22,33,37,39,54,
revancha,2325,2010-03-17,141000000,8,11,30,32,37,44,
revancha,2326,2010-03-21,143000000,8,9,16,41,46,54,
revancha,2327,2010-03-24,145000000,11,12,14,26,39,47,
revancha,2328,2010-03-28,147000000,1,28,38,46,49,50,
revancha,2329,2010-03-31,149000000,5,23,36,37,39,43,
revancha,2330,2010-04-04,151000000,2,22,32,42,45,56,
revancha,2331,2010-04-07,153000000,4,10,16,39,45,49,
revancha,2332,2010-04-11,156000000,1,20,21,36,40,47,
revancha,2333,2010-04-14,159000000,9,12,26,27,36,49,
revancha,2334,2010-04-18,161000000,20,26,30,32,43,56,
revancha,2335,2010-04-21,164000000,5,11,24,31,47,52,
revancha,2336,2010-04-25,166000000,6,13,14,15,49,54,
